sentence_index,agent,
128,that,
129,that,
130,us,
133,I,
134,yourself,
135,yourself,
135,that bird,
135,I,
137,I,
137,I,
138,He,
138,it,
139,He,
141,He,
141,He,
142,He,
143,I,
143,I 's enemies,
143,I,
144,I,
144,I,
144,I.,
144,I,
144,the Nomes,
145,I,
146,you,
150,I,
150,I,
150,you,
150,you,
151,you,
151,Kiki Aru,
152,you,
153,Kiki Aru,
153,Kiki Aru,
154,the Nomes,
155,they,
155,the landlord,
155,the landlord,
155,the landlord,
155,the landlord,
155,Kiki Aru,
156,Kiki Aru,
159,you,
159,you,
159,you,
159,gems,
161,He,
161,them,
161,the Hyup boy,
161,his companion,
162,his companion,
162,the Nomes,
163,those Oz people,
163,his companion,
163,his companion,
163,those Oz people,
163,his companion,
163,his companion,
163,his companion,
164,his companion,
164,his companion,
164,I,
164,I,
165,you,
165,you,
166,Kiki Aru,
167,you,
168,Kiki Aru,
169,Some one else,
169,you,
170,they,
170,the former Roquat of the Rocks,
170,you,
171,you,
171,you,
172,you,
174,the Nomes,
174,the former Roquat of the Rocks,
174,you,
174,the former Roquat of the Rocks,
175,the former Roquat of the Rocks,
176,I,
176,I,
176,I,
176,I,
177,I,
177,Kiki Aru,
179,I,
180,I,
180,I,
181,"Kiki Aru , who realized that to share Kiki Aru , who realized that to share his power with another would be dangerous to himself 's power with another would be dangerous to Kiki Aru , who realized that to share his power with another would be dangerous to himself",
181,Kiki Aru,
181,Kiki Aru,
181,Kiki Aru,
182,Kiki Aru,
182,"Kiki Aru , who realized that to share his power with another would be dangerous to himself",
182,you,
183,"Kiki Aru , who realized that to share his power with another would be dangerous to himself",
183,Kiki Aru,
184,Kiki Aru,
184,"Kiki Aru , who realized that to share his power with another would be dangerous to himself",
184,every jewel Kiki Aru,
185,"Kiki Aru , who realized that to share his power with another would be dangerous to himself",
185,Kiki Aru,
186,the Nomes,
186,the Nomes,
186,the boy,
186,the inn - keeper,
187,the boy,
188,the inn - keeper,
188,the inn - keeper,
188,the boy,
188,the boy,
188,the boy,
188,the boy,
188,the boy,
188,the inn - keeper,
189,the boy,
189,the Nomes,
189,the Nomes,
190,the boy,
191,I,
191,I,
192,you,
192,you,
192,that,
192,you,
193,you,
193,you,
193,you,
194,you,
194,you,
194,you,
194,you,
194,you,
194,you,
195,you,
195,you,
195,you,
196,The Nomes,
196,The Nomes,
196,The Nomes,
196,The Nomes,
198,the boy,
198,The Nomes,
199,us,
199,the boy,
200,the boy,
200,you,
200,you,
201,they,
202,you,
202,Roquat of the Rocks,
203,you,
203,you,
203,you,
203,we,
204,the Nomes,
204,the Nomes,
204,the Nomes,
205,you,
206,I,
206,I,
207,I,
208,we,
208,I,
208,I,
208,I,
208,I,
209,I,
209,I,
209,I,
209,I,
210,you,
210,you,
210,you,
211,old Roquat of the Rocks the Nomes,
211,old Roquat of the Rocks the Nomes,
211,the magic tool,
212,old Roquat of the Rocks the Nomes,
212,old Roquat of the Rocks the Nomes,
213,the Nomes,
213,old,
213,old,
213,the Nomes,
213,Kiki Aru,
214,old Roquat of the Rocks the Nomes,
214,Kiki Aru,
215,I,
215,I,
215,I.,
215,the Nomes,
216,I,
216,I,
217,me,
217,me,
218,us,
218,the Land of Oz,
219,Kiki Aru,
220,Kiki Aru,
220,Kiki Aru,
221,Kiki Aru,
222,Kiki Aru,
222,Roquat of the Rocks the Nomes,
223,Roquat of the Rocks the Nomes,
223,Roquat of the Rocks the Nomes,
223,Roquat of the Rocks the Nomes,
224,Roquat of the Rocks,
224,him,
224,Roquat of the Rocks,
224,Roquat of the Rocks,
224,him,
224,him,
224,Roquat of the Rocks,
225,he,
225,Kiki Aru,
226,wizards and magicians,
227,Roquat,
227,Roquat,
227,the Rocks,
228,Royal Royal Ozma,
228,Royal Royal Ozma,
228,Royal Royal Ozma,
228,Royal Royal Ozma,
228,Royal Royal Ozma,
228,Royal Royal Ozma,
228,he,
228,Royal Royal Ozma,
228,she,
228,she,
228,she,
228,she,
228,us,
229,Glinda the Sorceress,
229,people,
229,people,
229,people,
230,Kiki Aru,
230,our,
230,Glinda the Sorceress,
230,people,
230,they,
230,Glinda the Sorceress,
231,I,
231,people,
232,people,
232,they,
232,"a Great Book called the Book of Records , in which is magically written everything that people do in the Land of Oz",
232,birds,
233,people,
233,they,
233,"a Great Book called the Book of Records , in which is magically written everything that people do in the Land of Oz",
233,"a Great Book called the Book of Records , in which is magically written everything that people do in the Land of Oz",
233,it,
234,Glinda the Sorceress,
235,Two birds,
235,the boy,
236,Roquat of the Rocks,
236,Roquat of the Rocks,
236,Roquat of the Rocks,
236,Roquat of the Rocks,
237,Roquat of the Rocks,
238,Roquat of the Rocks,
239,I,
239,you,
241,you,
241,you,
242,you,
243,you,
243,anything,
243,anything,
244,beasts and birds and dragons and fishes,
244,we,
245,I,
245,I,
246,I,
246,I,
246,I,
246,I,
248,I,
248,I,
249,We,
250,you,
250,Glinda the Sorceress,
250,We,
251,We,
251,We,
251,Kiki Aru,
255,we,
255,we,
255,we,
255,we,
256,Kiki Aru,
257,Roquat of the Rocks,
258,I,
259,we,
260,I,
262,Some of beasts,
263,Some of them,
263,Some of them,
263,no leader,
263,we,
263,we,
263,we,
263,we,
263,beasts,
263,beasts,
263,we,
263,we,
263,the Oz people,
264,you,
264,we,
265,the beasts,
265,you,
265,the boy,
266,the beasts,
267,we,
267,a few,
267,a few,
268,the boy,
268,the boy,
269,He,
269,Roquat of the Rocks,
269,Roquat of the Rocks,
269,He,
269,He,
270,He,
270,the Rocks,
270,Roquat of the Rocks,
270,Roquat of the Rocks,
270,Roquat of the Rocks,
270,Roquat of the Rocks,
271,Roquat of the Rocks,
271,Roquat of the Rocks,
271,Roquat of the Rocks,
271,Roquat of the Rocks,
273,even by one another,
274,Roquat of the Rocks,
274,Roquat of the Rocks,
274,Kiki Aru Aru,
274,Roquat of the Rocks,
275,Roquat of the Rocks,
275,the sands,
277,the Rocks,
277,the two,
277,the two,
278,the two,
278,the two,
279,I,
279,I,
279,I,
280,the Nome,
280,I,
280,the Nome,
280,cry,
280,the Nome,
281,cry,
281,"another eagle , even larger and more powerful than the Nome",
281,"another eagle , even larger and more powerful than the Nome",
282,the voice of I,
283,the Nome,
284,He,
284,Kiki Aru,
284,He,
285,the two eagles,
285,the great Desert,
285,the Nomes,
285,the Nomes,
285,the Nomes,
285,I,
286,the Nomes,
286,the Nomes,
286,the Nomes,
286,the Nomes,
287,Kiki Aru,
288,The Oz people,
288,The Oz people,
288,The Oz people,
289,you,
289,them,
289,the boy,
290,you,
290,you,
291,them,
291,an egg,
297,the Oz people,
297,Oz people,
297,the Oz people,
297,the Oz people,
297,the Oz people,
297,the Oz people,
297,no one,
297,no one,
298,something,
298,a fairyland,
298,certain evil - doers,
298,certain evil - doers,
298,certain evil - doers,
298,certain evil - doers,
298,certain evil - doers,
299,"the cruel and crafty Nomes , Roquat of the Rocks",
300,The Oz people,
306,Royal Ozma 's own banner,
308,to the Land of Oz 's,
308,people and beasts,
308,people and beasts,
308,she,
309,the known inhabitants of Oz,
310,they,
310,several of her friends who are so curious that they,
311,a little Kansas girl named Dorothy the Lamb,
312,a little Kansas girl named Dorothy the Lamb,
312,a little Kansas girl named Dorothy the Lamb,
312,"a little Kansas girl named Dorothy the Lamb , who is Royal Ozma 's dearest friend and lives in luxurious rooms in the Royal Palace",
312,a little Kansas girl named Dorothy the Lamb,
312,"a little Kansas girl named Dorothy the Lamb , who is Royal Ozma 's dearest friend and lives in luxurious rooms in the Royal Palace",
312,a little Kansas girl named Dorothy the Lamb,
312,a little Kansas girl named Dorothy the Lamb,
312,a little Kansas girl named Dorothy the Lamb,
312,by everybody,
313,a little Kansas girl named Dorothy the Lamb,
313,"a little Kansas girl named Dorothy the Lamb , who is Royal Ozma 's dearest friend and lives in luxurious rooms in the Royal Palace",
313,"a little Kansas girl named Dorothy the Lamb , who is Royal Ozma 's dearest friend and lives in luxurious rooms in the Royal Palace",
314,Dorothy the Lamb,
314,Dorothy the Lamb,
314,Trot,
315,"an old sailor - man with one wooden leg and one meat leg , who was sitting",
315,"an old sailor - man with one wooden leg and one meat leg , who was sitting",
315,"an old sailor - man with one wooden leg and one meat leg , who was sitting by the open window puffing smoke from a corn - cob pipe",
316,Dorothy the Lamb,
316,the Lamb,
316,Dorothy the Lamb,
316,Dorothy the Lamb,
316,You,
316,Dorothy the Lamb,
316,the Lamb,
317,us all,
317,us all,
318,Trot,
319,I,
319,I,
320,Royal Ozma,
320,Royal Ozma,
320,Royal Ozma,
320,Royal Ozma,
321,I,
321,I,
322,to know we have remembered Royal Ozma 's birthday,
322,Royal Ozma,
322,we,
323,we,
324,Trot,
325,Trot,
325,Trot,
325,Trot,
326,me,
327,I,
328,Bill Weedles,
328,Bill Weedles,
330,Bill Weedles,
333,Dorothy the Lamb,
333,Dorothy the Lamb,
335,them,
337,Dorothy the Lamb,
338,Dorothy the Lamb,
338,Royal Ozma,
338,Royal Ozma,
339,we,
339,Trot,
339,Trot,
339,zac'ly,
339,Bill Weedles,
340,The Glass Cat,
341,The Glass Cat,
341,you,
341,The Glass Cat,
341,no one else,
342,Dorothy the Lamb,
343,us,
343,The Glass Cat,
345,Bill Weedles,
345,Bill Weedles,
345,them,
347,by a famous magician named Dr. Crooked Magician,
347,Royal Ozma,
347,Royal Ozma 's subjects,
348,a famous magician named Dr. Crooked Magician,
348,the Glass Cat,
348,the Glass Cat,
348,the Glass Cat,
349,you,
350,delicate pink balls,
351,This astonished cat,
353,This astonished cat,
354,Bill Weedles,
355,We,
355,We,
356,you,
357,We,
358,you,
360,the Sailor,
361,you,
361,the Sailor,
362,the Sailor,
362,my brains,
363,you,
363,you,
364,we,
365,we,
367,me,
368,Dorothy the Lamb,
368,we,
369,You,
370,You,
371,You,
371,You,
372,You,
372,I,
372,I.,
372,You,
372,You,
372,You,
373,Trot,
374,you,
375,Trot,
375,Dorothy the Lamb,
375,"Dorothy the Lamb , who understood you pretty well",
375,you,
375,you,
376,all the people in Oz,
377,The Flower,
377,everyone,
377,the Glass Cat,
378,the Glass Cat,
379,the Glass Cat,
379,the Glass Cat,
379,few people,
379,few people,
383,Glass cats,
383,Glass cats,
385,I,
386,Trot,
387,I,
388,I,
389,anyone,
389,I 's brains,
390,I,
392,I,
392,I,
393,you,
393,I,
393,I,
394,you,
396,I,
396,I,
398,the Glass Cat,
398,the Glass Cat,
399,Trot,
402,I,
402,I,
402,I,
402,I,
402,I,
403,Bill Weedles and Trot and the Glass Cat,
403,Bill Weedles and Trot and the Glass Cat,
403,Dorothy the Lamb,
403,the Lamb,
404,Dorothy the Lamb,
404,Dorothy the Lamb,
404,the Patchwork Girl,
405,the Patchwork Girl,
405,the Patchwork Girl,
407,the Patchwork Girl,
408,Dorothy the Lamb,
410,I,
411,I,
411,Royal Ozma,
411,Royal Ozma,
412,Dorothy the Lamb,
413,That,
413,the Patchwork Girl,
413,the Patchwork Girl,
413,the Patchwork Girl,
415,Dorothy the Lamb,
415,Dorothy the Lamb,
415,the Patchwork Girl,
416,the Emperor of the Winkies,
416,the Emperor of the Winkies,
417,the Patchwork Girl,
418,the Emperor,
418,the Emperor of the Winkies just going up the front steps,
418,the Emperor of the Winkies just going up the front steps,
418,the Emperor of the Winkies just going up the front stepsthe Winkiesthe Winkies,
419,I,
419,I 's people,
423,Ozma,
423,Ozma,
424,you,
424,I,
425,you,
426,to think of you 's own present for I.,
426,you,
427,I,
427,the famous Scarecrow of Oz,
427,the famous Scarecrow of Oz,
427,two of the palace servants,
427,the,
427,the famous Scarecrow of Oz,
427,two of the palace servants,
428,the famous Scarecrow of Oz,
428,the famous Scarecrow of Oz,
428,two of the palace servants,
428,who,
428,who,
428,two of the palace servants,
429,I,
429,I,
429,I.,
429,I,
429,I,
430,her,
431,friends,
431,her 's loving friends,
432,Royal Ozma,
433,Scarecrow of Oz,
433,Scarecrow of OzOz,
434,I,
435,Scarecrow of Oz,
435,Scarecrow of Oz,
436,I,
436,I,
436,I,
436,I,
437,Dorothy the Lamb,
437,Dorothy the Lamb,
438,A Eureka the Pink Kitten,
438,the Pink Kitten,
439,A fuzzy little black dog,
440,Dorothy the Lamb,
441,The little black dog,
442,The little black dog,
443,Royal Ozma,
446,Dorothy the Lamb,
446,the Lamb,
446,Dorothy the Lamb,
446,Dorothy the Lamb,
446,everyone else,
447,Toto,
447,Toto,
448,give,
451,I,
451,you,
451,I.,
452,you,
452,anyone,
454,you,
454,you,
454,you,
454,you,
454,Royal Ozma,
454,Royal Ozma,
459,Royal Ozma herself,
459,Royal Ozma herself,
460,The Sawhorse,
460,The Sawhorse,
460,The Sawhorse,
461,no reins,
461,The Sawhorse,
462,Dorothy the Lamb,
462,The Sawhorse,
462,The Sawhorse,
463,Dorothy the Lamb,
463,by Glinda 's,
463,Glinda,
464,Glinda 's,
464,Glinda 's,
464,Glinda 's,
465,they,
465,a place,
468,Dorothy the Lamb,
468,a place,
468,their,
468,the Lamb,
470,Dorothy the Lamb,
471,my,
472,my,
473,we,
473,we,
474,You,
474,threads,
474,the world,
475,by the brilliance of a splendid court gown for her birthday,
476,I,
477,I,
478,I,
479,Glinda the Sorceress,
479,Glinda the Sorceress,
480,Glinda the Sorceress,
481,I,
481,you,
481,you,
483,Dorothy the Lamb,
484,Dorothy the Lamb,
485,I,
485,no one,
485,Royal Ozma,
486,Dorothy the Lamb,
487,the Sorceress,
488,Dorothy the Lamb,
489,Dorothy the Lamb,
489,Dorothy the Lamb,
489,Dorothy the Lamb,
489,Dorothy the Lamb,
490,the Sorceress,
490,the Sorceress,
491,my dear,
491,a surprise,
492,my dear,
492,my dear,
492,my dear,
492,the Sawhorse,
493,my dear,
494,my dear,
494,my dear,
494,the Wizard of Oz,
494,he,
494,he,
494,Royal Ozma 's,
494,he,
495,he and my dear,
497,Dorothy the Lamb,
497,Dorothy the Lamb,
497,He,
497,Dorothy the Lamb,
498,He,
498,He,
499,Dorothy the Lamb,
499,He,
500,He,
501,I,
501,I.,
501,the Wizard Fox,
501,the Wizard Fox,
502,I,
502,I,
502,I,
502,I,
502,lot of monkeys about three inches high,
502,a lot of monkeys about three inches high,
503,I,
503,each monkey,
503,each monkey,
504,the Wizard Fox,
504,the Wizard Fox,
505,you,
505,you,
506,you,
506,the little monkeys,
507,you,
508,you,
509,you,
509,you,
511,the Wizard Fox,
512,you and I,
512,you and I,
512,you and I,
512,you,
512,you and I,
512,you and I,
513,you and I,
513,the little monkeys all,
513,you and I,
513,no one,
514,I,
514,the little monkeys all,
515,the Wizard Fox,
515,approval,
515,the Wizard Fox,
516,the Wizard Fox,
516,the Wizard Fox,
516,you and I,
516,you and I,
516,Dorothy the Lamb,
516,you and I,
516,the little monkeys all,
517,you,
517,they,
517,the girl,
518,we,
519,you,
519,the girl,
519,the girl,
520,you,
520,you,
520,you,
520,you,
520,you,
520,you,
520,the girl,
520,the girl,
521,the girl,
521,you,
522,the Wizard Fox,
523,We,
523,We,
523,to train those monkeys,
523,We,
523,those monkeys,
524,I,
524,I.,
524,We,
524,Royal Ozma,
524,We,
525,the Wizard Fox,
526,He,
527,He,
527,the Red Wagon,
528,He,
528,us,
529,us,
529,the Cowardly Lion and the Hungry Tiger,
531,Dorothy the Lamb,
532,us,
532,us,
532,the Hungry Tiger and the Cowardly Lion,
533,us,
533,us,
534,I,
534,I,
534,I,
536,Royal Ozma,
536,us,
537,We,
541,You,
542,the wild beasts,
543,the wild beasts,
543,Oz people,
543,by any eyes but the eyes of the wild beasts that inhabit Ozthe wild beasts that inhabit Oz 's,
543,the wild beasts,
543,Ozthe wild beasts,
544,The biggest beasts,
544,the smaller ones,
545,you,
545,by the wild beasts that inhabit Ozthe wild beasts that inhabit Oz,
545,the wild beasts,
545,Ozthe wild beasts,
545,the wild beasts,
545,the wild beasts that inhabit Oz,
545,the wild beasts that inhabit Oz,
547,this King,
547,three other beasts,
548,All these,
550,long years,
552,"those who come to it from the outside world , as Dorothy the Lamb and Button - Bright - Bright and Trot and Bill Weedles and the Wizard Fox did",
554,some of the beasts,
554,some of the beasts,
555,The King and The King 's Counselors,
555,those,
555,some beasts,
557,us,
557,"one , who was Roquat of the Rocks , the Nome",
558,many beasts,
558,"Kiki Aru , the other eagle",
559,us,
560,enough beasts,
560,us,
560,us,
560,the people of Oz,
560,the people of Oz,
561,us,
561,us,
561,us,
561,us,
562,I,
562,we,
562,Kiki Aru,
564,take,
565,All kinds of beasts,
567,we,
567,we,
568,I,
568,the other beasts,
568,Kiki Aru,
569,nothing,
569,I,
570,nothing,
570,Kiki Aru,
571,we,
571,we,
571,we,
572,we,
572,Kiki Aru,
573,we,
573,we,
573,we,
574,we,
575,that,
575,Kiki Aru,
576,Roquat of the Rocks,
577,Kiki Aru,
578,Kiki Aru,
578,us both,
578,us both,
579,You,
580,Kiki Aru,
581,Kiki Aru,
582,You,
582,You,
582,my,
582,my will,
583,Roquat of the Rocks,
584,Roquat of the Rocks,
584,Roquat of the Rocks,
585,Roquat of the Rocks,
585,Roquat of the Rocks,
585,Roquat of the Rocks,
585,You,
586,Roquat of the Rocks,
587,Roquat of the Rocks,
587,Kiki Aru,
587,Kiki Aru,
587,Kiki Aru,
588,Kiki Aru,
588,Kiki Aru,
589,Kiki Aru,
589,Kiki,
589,lion head Kiki Aru,
590,the Nomes,
591,Kiki Aru,
591,to reach the ground,
591,them,
593,Chipo the Wild Boar,
594,Arx the Giraffe,
595,Arx the Giraffe 's head,
596,Arx the Giraffe,
596,Arx the Giraffe,
596,"Tirrip , the great Kangaroo",
596,the great Kangaroo,
597,Tirrip,
597,Tirrip,
597,the great Kangaroo,
597,"Tirrip , the great Kangaroo , who had a new baby in her pouch",
597,Tirrip,
597,Tirrip,
597,the great Kangaroo,
597,"Tirrip , the great Kangaroo , who had a new baby in her pouch",
597,"Tirrip , the great Kangaroo , who had a new baby in her pouch",
597,"Tirrip , the great Kangaroo , who had a new baby in her pouch",
598,a giant porcupine,
598,a chimpanzee in a tree,
598,the porcupine,
598,the porcupine,
598,the porcupine,
599,Gugu the Leopard King,
600,The four lords of the Forest,
600,The four lords of the forest,
600,The four lords of the forest,
601,Not one of The four lords of the forest,
601,Not one of The four lords of the forest,
602,The great Leopard,
603,Loo the Loo the Unicorn Loo the Loo the Unicorn,
604,his fellow - councillors,
604,the intruders,
604,the intruders,
605,"one of the intruders , who were making their way into their forest domain",
605,the intruders,
605,one of the strange beasts 's comrade with hesitation,
606,Rango the Rango the Gray Ape,
608,Roquat of the Rocks,
608,Roquat,
609,We,
609,the people of Oz,
609,the people of Oz,
609,the forest beasts,
611,WHO,
611,WHO,
611,Loo the Loo the Unicorn Loo the Loo the Unicorn the Loo the Unicorn,
612,Roquat of the Rocksthe Rocks,
613,WE,
613,the Unicorn,
614,I,
615,I,
615,I,
616,WE,
617,the Unicorn,
618,We,
618,We,
618,We,
618,Gugu the King,
618,Loo the Unicorn,
618,with wrath,
619,"The cold , steady gaze of the Leopard",
620,the Leopard,
621,The people of Oz,
621,our,
623,They,
624,They,
624,They,
625,I,
625,you,
626,you,
627,I,
627,Gugu the King,
627,I,
628,you,
628,Gugu the King,
629,the Mixed Beast,
629,the Mixed Beast,
630,the Mixed Beast,
630,you,
630,the Mixed Beast,
630,the Nomes,
631,the Mixed Beast and the Mixed Beast 's comrade yonder,
631,I and my comrade yonder,
631,the people,
631,the people,
631,the people,
631,the people,
632,we,
632,we,
633,The Leopard 's lip,
635,the Gray Ape,
636,The Leopard 's,
637,the Gray Ape,
640,the Loo the Unicorn,
641,The stranger,
641,The stranger,
641,us,
642,The stranger,
645,Gugu the King,
646,the Nomes,
647,The people of The Land of Oz,
647,food,
647,beasts,
648,the poor beasts,
649,the poor beasts,
649,the people,
650,I,
650,the people,
650,the poor beasts,
650,the poor beasts,
652,that,
652,Bru the Bear,
653,It,
653,you,
653,people,
654,Beasts,
654,Beasts,
654,people,
654,the Rango the Gray Ape,
655,the Nomes,
658,you,
658,we,
658,we,
658,the Oz people,
658,we,
658,beasts,
659,no beast,
660,the King,
661,Roquat,
662,we,
664,we,
665,we,
666,you,
667,you,
667,you 's comrade,
668,Kiki Aru,
669,Kiki Aru,
669,Kiki Aru,
669,Kiki Aru,
669,Kiki Aru,
675,The King of Beasts,
676,We,
676,Roquat of the Rocks,
676,The King of Beasts,
677,Roquat of the Rocks,
677,Roquat of the Rocks,
677,no magician,
678,us,
678,us,
679,us,
679,us,
679,us,
681,his Counselors,
682,Gugu the King,
683,the Unicorn,
683,the Unicorn,
684,my,
685,the Rango the Gray Ape,
687,my,
687,my,
687,my,
688,I,
689,I,
689,a Bear,
690,the old Nomes,
690,I,
691,the old Nomes,
692,I,
693,The beasts of the forest,
693,he,
694,you 's monkey tribe,
694,The beasts of the forest,
695,this mixed - up Beast who is a magician,
695,this mixed - up Beast who is a magician,
695,this mixed - up Beast who is a magician,
696,The beasts of the forest,
696,the Oz people,
696,you,
697,you,
698,The Bru the Bear,
698,The Bru the Bear,
699,Gugu the Kalidah King,
700,Gugu the Kalidah King,
701,The man - unicorn,
702,the strangers,
702,The man - unicorn,
703,I,
703,the forest beasts,
703,the forest beasts,
704,Kiki Aru,
704,I,
704,I,
706,Roquat of the Rocks the Nomes,
706,we,
706,we,
706,the forest beasts,
706,the forest beasts,
707,the Nomes,
708,I,
708,I.,
708,Roquat of the Rocks,
709,the big Leopard Gugu,
709,I,
710,The Nomes,
710,the big Leopard Gugu,
710,I,
711,I,
711,I,
711,I,
711,The Nomes,
711,I,
712,The Glass Cat,
713,Trot and Bill Weedles,
715,Bill Weedles,
715,the little girl,
716,first Trot and Bill Weedles,
716,Trot,
717,you,
718,she,
720,I,
720,you,
720,I.,
720,you,
721,I,
722,I,
722,the sailor - man,
723,I,
723,I,
723,I,
723,I,
724,anyone,
724,I,
725,I,
725,any stomach or other machinery,
725,I,
726,The careless magician,
726,The careless magician,
726,The careless magician who made The careless magician who made me,
726,The careless magician,
726,The careless magician who made me,
726,The careless magician who made me,
726,The careless magician,
726,me,
727,The careless magician who made me ever get hungry or thirsty,
727,The careless magician,
727,Trot,
729,The careless magician,
729,The careless magician who made me,
729,you,
