sentence_index,agent,
43,I,
43,I,
43,some information,
44,I,
45,I,
45,I,
47,to have anyone present,
48,you,
49,you,
50,she,
50,the Skeezers,
51,the Skeezers,
51,she,
52,Your Majesty,
52,Your Majesty,
53,The map,
54,the person,
54,the person who made The map,
54,she,
55,a Magic Isle,
55,a Magic Isle,
55,the people called the Skeezers,
55,the people,
56,the people,
56,the Ruler of Oz,
57,My magic,
57,My,
57,the magic of the people called the Skeezers,
57,anyone outside of the people called the Skeezers 's domain,
58,The Flatheads,
58,The Flatheads,
58,Dorothy the Lamb,
59,My,
59,My,
59,little information,
60,people,
61,a mountain just south of the Lake of the Skeezers,
61,They,
62,They,
62,They,
62,no one from outside,
63,I,
63,They,
64,They,
64,They,
64,They,
65,I,
65,I.,
65,Dorothy the Lamb,
65,anyone but I and the Wizard of Oz,
65,these two strange people,
66,your Majesty,
67,Those,
67,your Majesty,
67,Those who do not know your Majesty or your Majesty 's laws,
68,we,
68,the Skeezers or the Flatheads,
69,they,
69,they,
69,we,
70,Who,
70,we,
70,they,
71,Royal Ozma,
71,Royal Ozma,
72,Royal Ozma,
72,Royal Ozma,
72,to consider this question,
72,Royal Ozma,
72,Royal Ozma,
73,she,
73,you,
73,you,
73,you,
74,you,
74,you,
75,she,
76,all my people,
77,the Flatheads and the Skeezers,
77,she,
77,she,
77,she,
77,she,
77,the Flatheads and the Skeezers,
78,Dorothy the Lamb,
79,Royal Ozma,
79,Royal Ozma,
79,Royal Ozma,
79,these people,
79,Royal Ozma,
80,Royal Ozma,
81,what,
81,me,
82,your Majesty,
83,I,
84,Dorothy the Lamb,
85,we,
85,we,
85,I,
85,I,
86,the Ruler of all Oz,
87,I,
88,You,
88,You,
88,You,
88,for one,
88,we,
89,the Skeezers and Flatheads,
90,You,
91,we,
91,these faraway subjects,
91,these faraway subjects,
91,these faraway subjects,
92,Such folks,
92,Such folks,
92,Such folks,
92,Such folks,
93,you,
93,you,
93,Dorothy the Lamb,
94,you,
94,you,
95,one soldier,
96,one soldier,
96,one soldier,
96,one soldier,
97,one soldier,
98,my friends,
98,Royal Ozma,
99,my friends,
99,my,
99,the Wizard of Oz,
99,them,
99,my friends,
100,the Wizard of Oz Oz,
100,them,
100,them,
101,Royal Ozma,
101,Royal Ozma,
102,them,
102,Royal Ozma,
103,I,
103,I,
104,I,
104,I,
104,them,
105,I,
105,I,
106,you,
106,Dorothy the Lamb,
107,Dorothy the Lamb,
108,you,
108,you,
108,you,
109,you,
109,you,
110,you,
110,you,
110,you 's friends and loyal supporters,
111,you,
111,I,
111,I,
111,I.,
111,I,
112,Neither Royal Ozma nor Glinda the Sorceress,
112,Royal Ozma nor Glinda the Sorceress,
113,who,
113,friends,
113,who,
113,Glinda the Sorceress,
113,who,
113,friends,
113,who,
113,none of friends who would like to go with you,
114,both Glinda the Sorceress and the Wizard,
115,Royal Ozma,
115,people,
115,people,
116,Glinda the Sorceress,
116,Royal Ozma,
117,I,
117,I.,
117,I,
117,you,
117,I,
118,I,
119,I,
119,I,
120,I,
121,You,
122,You,
123,You,
123,her little friend,
124,Two girls,
125,us,
126,us,
126,us,
127,Glinda,
127,Glinda the Sorceress,
128,Glinda the Sorceress,
128,Royal Ozma,
128,Royal Ozma,
129,Glinda the Sorceress,
129,Royal Ozma,
130,who,
131,Dorothy the Lamb,
132,Dorothy the Lamb,
132,by Royal Ozma,
132,"The very fact that Dorothy the Lamb lived in Oz , and had been made a Princess by Royal Ozma",
132,Dorothy the Lamb,
132,Dorothy the Lamb,
133,Dorothy the Lamb,
134,none of Dorothy the Lamb 's friends,
135,by evil magicians,
136,Glinda the Sorceress,
136,Glinda the Sorceress,
137,Glinda the Sorceress,
137,Glinda the Sorceress,
137,Glinda the Sorceress,
138,Glinda the Sorceress,
139,serious danger,
140,turn,
142,I,
142,Princess Royal Ozma,
143,you,
144,you,
144,you,
144,you,
144,the Skeezers and Flatheads,
144,the Skeezers and Flatheads,
145,Princess Royal Ozma,
145,Princess Royal Ozma,
146,A word to the wooden Sawhorse,
146,the wooden Sawhorse,
146,Dorothy the Lamb,
146,Dorothy the Lamb,
146,Dorothy the Lamb,
147,a most remarkable and intelligent creature,
147,by all the people,
147,by all the people,
148,a Munchkin farmer,
148,a Munchkin farmer,
148,a Munchkin farmer,
151,The farmer,
152,Dorothy the Lamb,
152,by the Scarecrow of Oz Oz,
152,"Dorothy the Lamb , who was passing by his cornfield",
153,the Scarecrow of Oz,
153,the Wizard of Oz,
154,Royal Ozma,
154,the Sorceress Royal Ozma,
154,the Scarecrow of Oz,
154,the Scarecrow of Oz Oz,
154,the Scarecrow of Oz Oz,
155,Royal Ozma,
155,Dorothy the Lamb,
155,who,
155,who,
155,Dorothy,
155,Dorothy the Lamb,
155,Dorothy the Lamb,
155,who was passing by the field,
155,Dorothy the Lamb,
155,Dorothy the Lamb,
155,who was passing by the field,
156,She,
156,She,
156,they,
156,She,
156,She,
156,"her girl friends , tiny Trot and Betsy Bobbin",
157,only Glinda the Sorceress only Glinda the Sorceress,
157,they,
157,they,
157,only Glinda the Sorceress,
157,they,
158,She,
161,you,
161,those parts,
161,those parts that border on the desert,
162,to the Oz people,
162,Glinda the Sorceress,
162,Dorothy the Lamb,
163,the Gillikin Country,
163,the Gillikin Country,
163,the Gillikin Country,
164,Royal Ozma,
164,Royal Ozma,
164,Dorothy the Lamb,
164,they,
164,the Gillikin Country,
165,Royal Ozma,
165,those,
165,Royal Ozma,
166,Dorothy the Lamb,
166,we,
166,we,
167,Time,
167,we,
167,we,
168,Dorothy the Lamb,
168,Glinda the Sorceress,
169,Royal Ozma,
169,fairies,
169,fairies,
170,Royal Ozma,
171,They,
171,the Sawhorse,
171,the Sawhorse,
171,They,
171,They,
172,They,
172,They,
172,They,
173,They,
174,you and me,
174,you and me,
174,Royal Ozma,
174,They,
175,Dorothy the Lamb,
176,you,
177,you,
177,you,
177,we,
177,we,
178,The scrubby brush,
179,"the two girls , neither of whom was very tall",
179,"by a curious thing that barred the two girls , neither of whom was very tall 's further progress",
179,a curious thing,
180,a curious thing,
180,by gigantic spiders,
181,this web,
181,this web,
181,a sort of fence,
182,this web,
182,Dorothy the Lamb,
183,we,
184,Dorothy the Lamb,
184,Dorothy the Lamb,
185,All Dorothy the Lamb 's efforts,
186,We,
186,I,
186,We,
186,I,
187,We,
187,We,
188,We,
188,I,
188,We,
189,you,
189,I,
190,they,
190,We,
190,you,
191,Royal Ozma,
191,an enemy,
191,an enemy,
192,they,
192,Dorothy the Lamb,
194,Royal Ozma,
195,a voice behind us,
196,they,
196,a huge purple spider,
197,"a dozen more great purple spiders , which saluted a huge purple spider and said :",
197,a dozen more great purple spiders,
197,a dozen more great purple spiders,
198,Dorothy the Lamb,
199,our,
200,Dorothy the Lamb,
201,we,
202,Royal Ozma,
204,Royal Ozma,
205,we,
205,someone,
205,the spiders,
206,the spiders 's people,
206,the spiders 's people,
207,we,
207,we,
207,we,
208,I,
210,I,
211,I,
211,I,
212,We,
213,We,
213,you,
213,you,
213,you,
214,Dorothy the Lamb,
215,you,
216,you,
216,Royal Ozma,
216,you,
217,You,
217,Dorothy the Lamb,
217,You,
217,You,
218,You,
220,You,
220,Dorothy the Lamb,
221,the Lamb,
221,Dorothy the Lamb,
221,You 's people,
221,the Lamb,
222,the Spider King,
223,the Spider King,
223,the Spider King,
224,all the spiders,
225,Dorothy the Lamb,
225,us,
225,us,
225,us,
226,us,
227,it,
227,their,
228,their,
228,some instrument,
228,some instrument,
228,Royal Ozma,
229,their,
230,by a small bubbling spring,
231,Dorothy the Lamb,
231,Dorothy the Lamb,
231,Dorothy the Lamb,
232,The crab,
232,the Lamb,
232,the Lamb,
232,"two big , sharp claws",
232,"two big , sharp claws",
233,Dorothy the Lamb,
233,Dorothy the Lamb,
233,Dorothy the Lamb,
234,The crab,
235,The crab,
235,Dorothy the Lamb,
236,them,
236,The crab,
236,them,
236,Dorothy the Lamb,
237,You,
238,You,
238,You,
239,You,
239,you,
240,You,
240,Royal Ozma,
241,I,
241,I.,
242,you,
242,I,
242,I,
243,you,
243,you,
244,I,
244,you,
244,you,
245,She,
246,the crab,
246,the crab,
247,She,
247,this,
248,She,
248,She,
249,She,
249,the crab,
250,the crab,
251,Dorothy the Lamb,
251,Dorothy the Lamb,
251,Dorothy the Lamb,
252,them,
252,several of the purple spiders,
252,several of the purple spiders,
252,several of the purple spiders,
252,several of the purple spiders,
253,Royal Ozma,
253,the purple spiders,
253,the purple spiders,
253,the purple spiders,
253,the purple spiders,
253,them,
253,them,
253,them,
254,The Mist Maidens,
254,The Mist Maidens,
254,hill Royal Ozma,
254,The Mist Maidens From the top of the hill the hill Royal Ozma,
256,Dorothy the Lamb,
256,we,
258,Royal Ozma,
259,we,
259,Royal Ozma,
259,we,
260,we,
260,we,
260,Dorothy the Lamb,
261,I,
261,I,
262,Even Royal Ozma,
263,Even Royal Ozma,
264,Even Royal Ozma,
264,Even Royal Ozma,
264,even the sunshine above,
265,the Mist Maids,
265,the Mist Maids,
266,She,
266,She,
266,She,
267,by a similar sound,
269,Dorothy the Lamb,
270,one,
270,one,
270,a certain reserve,
271,Dorothy the Lamb and all others about Dorothy the Lamb,
273,garments,
274,garments,
274,arms,
274,garments,
274,"beautiful forms , clothed in fleecy , trailing garments of gray that could scarcely be distinguished from the mist",
274,"beautiful forms , clothed in fleecy , trailing garments of gray that could scarcely be distinguished from the mist",
274,intelligent creatures answering the call of a sister fairy,
274,intelligent creatures,
276,Ozma,
276,One,
277,us,
279,One,
280,Royal Ozma,
280,One,
280,this,
281,the Mist Maids,
282,Dorothy the Lamb,
282,the arms,
282,them,
282,them,
282,them,
283,Royal Ozma,
283,Dorothy the Lamb,
284,the Mist Maids,
284,the Mist Maids,
284,the Mist Maids,
285,Dorothy the Lamb,
285,Dorothy the Lamb,
287,Dorothy the Lamb,
287,Dorothy the Lamb,
287,Dorothy the Lamb,
288,They,
288,They,
289,bushes,
291,a queerly shaped hill,
292,a queerly shaped hill,
292,a queerly shaped hill,
293,Dorothy the Lamb,
293,Dorothy the Lamb,
293,a queerly shaped hill,
293,Glinda the Sorceress,
293,the Flatheads,
294,a queerly shaped hill,
294,Royal Ozma,
295,you,
297,we,
297,a tramp across these pretty green fields,
298,we,
298,night,
298,we,
299,Royal Ozma,
299,we,
300,you,
301,you,
301,you,
301,you,
301,you 's legs,
302,Dorothy the Lamb,
302,Dorothy the Lamb,
302,a traveler in a strange country,
302,experience,
303,Royal Ozma,
303,they,
304,Royal Ozma,
304,Royal Ozma,
304,Royal Ozma,
304,Royal Ozma,
306,Royal Ozma,
306,Royal Ozma,
306,they,
306,they,
307,they,
307,they,
309,tall lamps,
310,Dorothy the Lamb,
310,"Dorothy the Lamb , resting Dorothy the Lamb at Dorothy the Lamb 's fairy friend 's command , and eating Dorothy the Lamb 's dinner with unusual enjoyment",
311,one,
311,the mystic words and ceremonies,
311,a simple wave of a silver wand,
311,a simple wave of a silver wand,
311,all that men,
312,the Lamb,
312,all men and women,
312,Dorothy the Lamb,
312,all men and women,
313,Royal Ozma,
313,Royal Ozma,
313,Royal Ozma,
313,Royal Ozma,
313,that,
314,the Lamb 's plan,
315,every one,
315,every one,
316,no eager,
316,by hard work and careful thought,
317,you,
318,all,
320,Dorothy the Lamb,
321,you,
321,you,
322,I,
322,no kingdom,
323,you,
323,Glinda the Sorceress,
323,I,
324,Even the little Wizard of Oz,
324,I,
324,I,
327,Dorothy the Lamb,
327,you,
328,you,
329,you,
330,Not all fairies,
330,some fairies,
330,magic,
331,you,
331,what,
332,I,
332,I,
333,Dorothy the Lamb,
333,Dorothy the Lamb,
333,Dorothy the Lamb,
334,they,
336,Dorothy the Lamb,
337,I,
337,you,
337,you,
338,Royal Ozma,
338,Royal Ozma,
339,they,
339,they 's heads,
340,The flat mountain,
340,Dorothy the Lamb Royal Ozma,
341,they,
341,they,
341,they,
341,they,
341,they,
341,they,
342,the Lamb,
342,the Lamb,
343,the Lamb,
344,your magic,
344,Dorothy the Lamb,
345,your,
346,Glinda the Sorceress,
346,Dorothy the Lamb,
347,Glinda the Sorceress,
347,a stork chariot,
347,Royal Ozma,
347,Glinda the Sorceress,
348,Royal Ozma,
348,no one,
349,you,
349,you,
349,you,
349,you,
349,you,
349,Royal Ozma an ' Glinda the Sorceress an ' the Wizard of Oz,
350,Royal Ozma,
351,you,
351,you,
352,I,
353,I,
353,I,
353,I,
354,"to reach the foot of the round , flat mountain",
354,them,
354,them,
355,Even I 's purple kitten,
355,I,
355,I,
356,Royal Ozma,
356,the Flatheads,
356,the Flatheads,
356,the Flatheads,
358,us,
358,us,
359,us,
359,us,
359,the side,
359,us,
360,an entrance way cut out of the rock wall,
361,us,
361,Royal Ozma,
361,us,
362,they,
362,they,
364,Dorothy the Lamb,
364,Dorothy the Lamb,
364,Dorothy the Lamb,
364,it,
365,What,
367,Royal Ozma,
368,Royal Ozma,
369,The Flatheads,
369,enemies,
369,The Flatheads,
369,by cement,
369,The Flatheads,
370,I,
370,I.,
370,A wall,
371,no one,
372,anybody,
373,anybody,
373,that,
374,Royal Ozma,
376,I,
376,I,
376,I,
377,The Flatheads,
377,The Flatheads,
378,a solid stone wall,
378,The Flatheads,
378,by the wall,
379,The Flatheads,
379,all strangers or enemies,
380,The Flatheads,
380,The Flatheads,
380,everyone,
380,everyone who saw the entrance,
380,everyone who saw the entrance to the mountain,
380,everyone who saw the entrance to the mountain,
381,I,
381,those,
381,those,
381,those who find the wall in those who find it in their way 's way,
382,Dorothy the Lamb,
383,We,
383,Royal Ozma,
383,We,
384,Dorothy the Lamb,
384,Dorothy the Lamb,
384,Royal Ozma,
385,an ordinary person,
386,The girls,
386,Royal Ozma,
386,The girls,
387,The girls,
388,"Most people , Royal Ozma",
388,Dorothy the Lamb,
389,the barrier,
390,The girls,
390,The girls,
390,The girls,
391,They,
391,They,
392,They,
393,They,
393,They,
393,five stairs,
394,ten more stairs,
395,by the turns of a passage cut from the rock,
396,Royal Ozma,
396,the great jewel at her silver wand 's end,
396,"a lustrous , green - tinted light",
396,them,
398,Dorothy the Lamb,
398,them,
398,them,
399,Dorothy the Lamb,
400,Those Flatheads,
401,they,
401,they,
401,everyone,
403,Royal Ozma,
403,by intruders,
404,we,
404,the pressure of we 's feet on the stone,
405,Royal Ozma,
405,Dorothy the Lamb,
406,I,
406,we,
406,Royal Ozma,
407,her,
407,Royal Ozma,
407,Royal Ozma,
407,Royal Ozma,
408,Royal Ozma,
408,Dorothy the Lamb,
410,The people,
410,we,
411,This,
411,Dorothy the Lamb,
412,Dorothy the Lamb,
412,we,
412,Dorothy the Lamb,
412,"just common , ordinary people",
416,The last ten steps,
416,them,
416,them,
416,them,
416,the faces,
417,Dorothy the Lamb,
422,"Small gold , silver , tin and",
423,The colored metals,
423,The costumes of the Flatheads,
423,the Lamb,
425,the men,
426,They,
427,They,
427,They,
427,They,
427,They,
427,They,
427,the mountain top,
428,by anyone standing in the plain below,
429,a big fat Flathead,
429,the intruders on their mountain,
430,the Skeezers,
430,the intruders,
432,I,
432,I,
432,I.,
432,Dorothy the Lamb,
433,I,
433,you,
434,I,
434,all the others who stood around,
435,Some one in the crowd,
435,She,
437,friends,
438,Royal Ozma,
439,I,
439,I,
439,the Supreme Dictator,
439,Some one in the crowd,
440,You,
440,whoever You are the Supreme Dictator,
442,me,
442,Royal Ozma and Dorothy the Lamb,
442,Royal Ozma and Dorothy the Lamb,
443,they,
443,each,
444,Walls of rock,
444,they,
445,their,
446,the Flathead,
447,the Flathead,
448,the Supreme Dictator,
449,the Supreme Dictator,
449,the Supreme Dictator,
449,who,
450,Royal Ozma,
451,you,
451,you,
454,the man,
456,he,
458,he,
459,Dictator Felo Flathead,
459,Dictator Felo Flathead,
459,Dorothy the Lamb,
463,what,
465,you,
465,the people,
466,A good many others,
466,I,
466,I,
467,Royal Ozma,
469,I,
469,Royal Ozma,
469,I,
470,I,
470,the only Flatheads,
470,I,
471,Dorothy the Lamb,
471,the Lamb,
471,I,
471,Dorothy the Lamb,
472,I,
472,Dorothy the Lamb,
472,I,
473,the Flatheads,
473,the Lamb,
474,a band of fairies,
474,a band of fairies,
474,the Flatheads,
475,the Fairy Queen,
475,the Fairy Queen,
475,the Fairy Queen,
476,he,
477,he,
477,a bright tin can,
477,a pretty red label,
477,Extra Quality,
478,every Flathead,
478,Dorothy the Lamb,
481,he,
482,the fairies,
482,Dorothy the Lamb,
483,one of the Flatheads,
483,one of the Flatheads,
483,one of the Flatheads,
483,one of the Flatheads,
483,people,
483,he,
483,he,
484,my wife,
484,my,
485,my wife,
485,my wife,
485,my wife,
485,my wife,
486,my,
486,anyone,
486,anyone,
486,anyone,
486,anyone,
488,my,
488,my,
488,my,
488,my,
489,My poor wife,
490,"those terrible enemies , the Skeezers",
491,Dorothy the Lamb,
493,My,
494,my,
494,my,
495,my 's face,
496,Royal Ozma,
496,Royal Ozma,
497,my,
498,Royal Ozma,
499,pose and speech,
500,the Su - dic,
500,that band of fairies,
501,the Su - dic,
501,Queen Lurline,
501,Queen Lurline,
501,Queen Lurline,
502,She,
502,She,
503,She,
503,She,
503,She,
503,She,
504,She,
504,he,
504,She,
504,he,
505,he,
505,he,
506,We Flatheads,
506,We Flatheads,
506,We Flatheads,
506,We Flatheads,
507,the Skeezers,
507,the,
507,the,
507,the Skeezers,
507,the Skeezers,
507,We,
507,We Flatheads,
508,She,
508,She,
508,We Flatheads,
508,the Skeezers,
508,the Skeezers,
509,"my wife , Rora Flathead",
509,"my wife , Rora Flathead",
509,"my wife , Rora Flathead",
510,"my wife , Rora Flathead",
510,"my wife , Rora Flathead",
510,the Skeezers,
510,us,
510,us,
511,the Skeezers,
511,"my wife , Rora Flathead",
511,"my wife , Rora Flathead",
511,"my wife , Rora Flathead",
512,the Skeezer Queen -- a young lady named Coo - ee - oh --,
512,the Skeezer Queen -- a young lady named Coo - ee - oh --,
512,the Skeezer Queen -- a young lady named Coo - ee - oh --,
513,"the Skeezer Queen -- a young lady named Coo - ee - oh-- , not content with the Skeezer Queen -- a young lady named Coo - ee - oh-- 's cruel transformation",
514,Royal Ozma,
515,the Su - dic,
515,the Queen of the Skeezers,
516,Queen Coo - ee - oh,
516,we,
516,we,
517,Dorothy the Lamb,
518,Queen Coo - ee - oh,
518,the four cans of brains,
518,the four cans of brains,
518,"Rora Flathead ,",
519,A witch,
519,a pig,
520,the Flatheads,
520,fish,
521,the Su - dic,
521,the Su - dic,
521,any of the Su - dic 's people,
521,any of my people,
522,the Skeezers,
522,any of my people,
523,the Su - dic,
523,Royal Ozma 's,
524,I,
524,by all the peoples of Oz,
525,the Su - dic,
526,"I , alone",
526,by all the peoples of Oz,
527,the Su - dic,
527,the Su - dic,
528,the Su - dic,
528,we,
528,we,
529,you,
529,I,
529,you,
531,I,
531,I,
531,unruffled and dignified,
531,"I , still unruffled and dignified",
531,the Su - dic,
532,the Su - dic,
533,I,
533,I,
534,I,
534,I,
534,your wife Rora Flathead Flathead 's,
535,No one,
535,the Flatheads and the Skeezers,
536,your,
536,your,
536,I,
536,the Skeezers,
536,the Skeezers,
537,the Skeezers,
537,the Skeezers,
537,us,
538,your,
538,your,
539,I,
539,I,
539,your wife Rora Flathead,
540,the fish,
541,your,
542,the Su - dic,
543,a pig,
543,a pig,
546,the Su - dic,
546,you,
546,the Su - dic 's,
549,the Golden Pig,
550,I,
550,I,
550,a dozen Ozmas of Oz,
550,I,
551,the Golden Pig,
551,the Golden Pig,
552,the Golden Pig,
553,the Golden Pig,
554,you,
554,me,
554,me,
555,me,
555,four stout Flatheads,
555,four stout Flatheads,
556,me,
557,"four stout Flatheads , armed with axes and spears",
557,"one of four stout Flatheads , armed with axes and spears",
559,The Magic Isle Royal Ozma,
559,Chapter Seven The Magic Isle Royal Ozma,
560,Royal Ozma,
560,the Supreme Dictator of the Flatheads,
560,the Supreme Dictator of the Flatheads,
560,Royal Ozma,
560,Royal Ozma,
561,Royal Ozma,
561,the Supreme Dictator of the Flatheads,
562,the Supreme Dictator of the Flatheads,
562,Royal Ozma,
562,Royal Ozma,
563,they,
563,they,
563,Royal Ozma,
563,they,
564,no one,
565,Dorothy the Lamb,
566,Royal Ozma,
566,the grand stairway,
566,We,
566,the grand stairway,
567,We,
568,One or two Flatheads,
568,One or two Flatheads,
568,One or two Flatheads,
568,no one,
569,The Su - dic,
569,The Su - dic,
570,The Su - dic and The Su - dic 's men,
570,He and his men,
570,He and his men,
570,the Golden Pig,
571,The Su - dic,
571,his men,
572,He and his men,
572,He and his men,
572,He and his men,
573,a guard on each side of the stairway,
573,the girls,
573,the girls,
574,they,
574,they,
575,Royal Ozma,
575,they,
575,they,
576,they,
576,they,
576,the Su - dic and the Su - dic 's followers,
576,the Su - dic and the Su - dic 's followers,
577,Royal Ozma,
577,Royal Ozma,
577,both of them,
578,the Su - dic,
578,the Su - dic,
579,He,
579,He,
579,He,
579,He,
579,He,
579,He,
579,He,
579,He,
580,He,
580,He,
580,He,
581,we,
581,Dorothy the Lamb,
582,we,
582,Royal Ozma,
583,that dreadful Su - dic,
583,Royal Ozma,
583,we,
583,we,
583,the girls,
584,we,
584,I,
584,they,
585,the Su - dic,
585,we,
585,we,
586,you,
586,I.,
586,you,
587,the people,
587,the people,
588,I,
588,I,
589,the girls,
590,people,
590,the Flatheads,
590,Royal Ozma,
590,Royal Ozma,
591,the girls,
592,little wavelets,
592,the breezes,
596,Dorothy the Lamb,
596,Dorothy the Lamb,
596,we,
597,the Lamb,
597,we,
598,Princess Royal Ozma,
599,she,
599,she,
600,they,
601,I,
601,good waved,
601,I.,
601,the Skeezers,
601,the Skeezers,
601,the Skeezers,
601,any boats,
602,the Skeezers,
602,they,
603,a slender shaft of steel,
604,this steel arrangement,
605,this steel arrangement 's end,
606,the girls,
607,this steel arrangement,
607,Dorothy the Lamb,
607,this steel arrangement,
607,Royal Ozma,
607,Royal Ozma,
607,Royal Ozma,
607,Royal Ozma,
608,Dorothy the Lamb,
608,Dorothy the Lamb,
609,Royal Ozma,
609,Royal Ozma,
609,Royal Ozma,
609,Dorothy the Lamb,
610,We,
610,We,
610,Royal Ozma,
611,We,
611,the bridge,
612,the bridge,
612,We,
612,two handsomely dressed young men,
613,Royal Ozma,
613,the bridge,
614,The two young men,
614,one of The two young men,
614,The two young men,
615,Queen Coo - ee - oh,
617,the marble platform,
618,they,
621,a,
621,a building,
622,a building,
622,the young men,
624,all richly dressed,
625,"men , women and children , all richly dressed",
625,Dorothy the Lamb,
625,all,
626,Dorothy the Lamb,
626,Dorothy the Lamb,
627,"by two other young men , in uniform and armed with queer weapons that seemed about halfway between pistols and guns , but were like neither",
628,Their conductors,
628,Their conductors,
628,the two in uniforms,
630,a girl,
630,"the Queen of the Skeezers , Coo - ee - oh",
631,Coo - ee - oh,
631,"the Queen of the Skeezers , Coo -",
631,"the Queen of the Skeezers , Coo -",
631,Coo - ee - oh 's air and manner,
634,Dorothy the Lamb,
634,Dorothy the Lamb,
634,Dorothy the Lamb,
636,The Queen 's,
636,The Queen 's calmly examined,
636,The Queen 's calmly examined,
636,Dorothy the Lamb the Lamb,
636,The Queen 's,
636,The Queen 's,
636,The Queen 's 's Magic Oracle,
636,Royal Royal Ozma,
637,The Queen 's,
637,The Queen 's,
638,Dorothy the Lamb the Lamb,
640,Queen Coo - ee - oh,
641,Queen Coo -,
641,you,
641,this Princess Royal Ozma,
641,this Princess Royal Ozma,
641,this Princess Royal Ozma,
641,the Land of Oz,
642,you,
644,Queen Coo - ee - oh,
645,you,
645,you,
645,she,
646,Royal Ozma,
647,you,
647,you,
648,Lurline,
648,whose,
648,whose,
648,all Oz a Fairyland,
649,several countries and several different peoples in Oz,
650,all these,
650,all these,
651,If other Kings and Queens are fools,
651,my,
653,You,
653,my,
654,us,
654,Royal Ozma,
655,a powerful foe,
655,a powerful foe,
658,Your,
663,My,
664,Royal Royal Ozma,
664,this attitude,
664,the Skeezers,
664,the two quarrelsome neighbors,
665,the reports of Coo - ee - oh,
665,She,
666,She,
667,She,
667,She,
668,She,
668,I,
668,thousands more,
670,She,
671,I,
671,I,
671,I,
672,No one,
672,Queen Coo - ee - oh,
674,I,
674,I,
674,I,
674,Queen Coo - ee - oh,
674,you,
675,I,
675,fairies,
676,I,
677,I,
677,you,
678,I,
678,you,
678,you,
678,you,
678,I,
678,I,
678,I,
678,any Flatheads,
679,I,
680,You,
680,You,
681,You,
683,You,
683,one hundred and three subjects,
684,You,
686,Dorothy the Lamb,
686,a pink kitten,
686,Dorothy the Lamb,
686,the Lamb,
686,a pink kitten,
686,a,
686,a,
686,a,
686,a pink kitten,
686,a good whipping a pink kitten that sometimes talks like that,
686,a good whipping a pink kitten that sometimes talks like that,
686,a pink kitten that sometimes talks,
686,a pink kitten,
687,Dorothy the Lamb,
687,the Lamb,
688,Queen Coo - ee - oh,
690,I,
690,I,
690,the Flatheads,
690,the Flatheads,
691,I,
691,you two strangers,
